romeo_id	publisher_name	publisher_alias	link_type	link_url
6	American Geophysical Union	AGU	Copyright Transfer and Open Access Information	https://publications.agu.org/open-access/
6	American Geophysical Union	AGU	Author Resources	http://publications.agu.org/author-resource-center/
6	American Geophysical Union	AGU	Usage Permissions	http://publications.agu.org/author-resource-center/usage-permissions/
209	American Heart Association		Permissions and Rights Question and Answer for Authors	http://atvb.ahajournals.org/content/permissions-rights-q-and-a
82	American Institute of Aeronautics and Astronautics		Policy	http://www.aiaa.org/publicationpolicies/#AIAA_Author_Rights_and_Responsibilities:_Self-Archiving_and_Posting_Policy
233	American Institute of Biological Sciences		Policy	http://www.aibs.org/bioscience/resources/Publication_Agreement.pdf
477	American Institute of Mathematical Sciences	AIMS	Policy	http://www.aimsciences.org/journals/tex-sample/Author_Self-archiving.doc
123	American Library Association		Policy	http://www.ala.org/aboutala/offices/publishing/sundry/rightspermissions/divisioncopyright
637	American Marketing Association		Policy	https://www.ama.org/publications/copyright/Pages/copyright-permissions-journals.aspx
83	American Mathematical Society		Policy	http://www.ams.org/publications/authors/ctp
8	American Medical Association	AMA	Example policy	http://jamanetwork.com/journals/jamapsychiatry/pages/instructions-for-authors#SecPublishingAgreement
9	American Meteorological Society		Policy	https://www.ametsoc.org/ams/index.cfm/publications/ethical-guidelines-and-ams-policies/ams-copyright-policy/
2987	American Montessori Society		Policy	https://journals.ku.edu/jmr/about/submissions#copyrightNotice
925	American Mosquito Control Association		Policy	http://www.mosquito.org/index.php?option=com_content&view=article&id=59&Itemid=138
528	American Nuclear Society		Policy	http://www.ans.org/pubs/transactions/
387	American Occupational Therapy Association		Policy	http://www.aota.org/Pubs/Reprints.aspx
3077	American Oriental Society		Policy	https://www.americanorientalsociety.org/publications/journal-of-the-american-oriental-society-jaos/guidelines-for-authors/
10	American Physical Society		Copyright Agreement<a/> and <a href=http://journals.aps.org/copyrightFAQ.html#post>APS Copyright Policies and Frequently Asked Questions	http://journals.aps.org/authors/transfer-of-copyright-agreement
463	American Physical Therapy Association	APTA	PubMed Central Policy	hhttp://ptjournal.apta.org/site/misc/ifora_review_publication.xhtml#nih_deposit
11	American Physiological Society		Copyright Policy	http://www.the-aps.org/mm/Publications/Info-For-Authors/Copyright
11	American Physiological Society		Policy on Depositing Articles in PMC	http://www.the-aps.org/mm/Publications/Info-For-Authors/Depositing-Articles-in-PMC
326	American Phytopathological Society		Policy	http://apsjournals.apsnet.org/userimages/ContentEditor/1236780011229/pd_author_instructions.pdf
262	American Planning Association	APA	Policy	http://www.tandfonline.com/action/authorSubmission?journalCode=rjpa20&page=instructions
352	American Podiatric Medical Association		Policy	http://www.japmaonline.org/site/misc/ifora.xhtml
373	American Psychiatric Publishing		Policy	http://psychiatryonline.org/access_policy
12	American Psychological Association		Self-archiving Policy	http://www.apa.org/pubs/authors/posting.aspx
12	American Psychological Association		NIH Authors and PubMed	http://www.apa.org/pubs/authors/pubmed-deposit.aspx
13	American Public Health Association		Policy	http://ajph.aphapublications.org/userimages/ContentEditor/1317406522645/AJPH_Copyright_Consent.pdf
2408	American Real Estate Society		Policy	http://business.fiu.edu/realestate/journals-jrel.cfm
832	American Roentgen Ray Society	ARRS	Policy	http://www.arrs.org/uploadedFiles/ARRS/Publications/cta.pdf
1009	American School of Classical Studies at Athens		Policy	http://www.ascsa.edu.gr/index.php/publications/hesperia-information-for-authors
1872	American Schools of Oriental Research	ASOR	Policy	http://www.asor.org/pubs/jcs/index.html
529	American Scientific Publishers		Policy	http://www.aspbs.com/jnn/JNN%20Copyright%20Transfer%20Form.pdf
113	American Society for Biochemistry and Molecular Biology		Copyright Permission Policies	http://www.asbmb.org/publications/journals
113	American Society for Biochemistry and Molecular Biology		PubMed Central Policies	http://www.asbmb.org/publications/journals
241	American Society for Bone and Mineral Research		Author Agreement	http://onlinelibrary.wiley.com/store/10.1002/%28ISSN%291523-4681/asset/homepages/Author_Agreement_and_Disclosure_3_4_2014.pdf?v=1&s=0b6d62f0e8e705111e44a32d2da1b7feb280afd9&isAguDoi=false
241	American Society for Bone and Mineral Research		Funding Agency Policy	http://olabout.wiley.com/WileyCDA/Section/id-406074.html
201	American Society for Cell Biology		MBioCell Policy	http://www.molbiolcell.org/site/misc/ifora.xhtml
15	American Society for Clinical Investigation		view policy	http://www.jci.org/kiosks/terms
15	American Society for Clinical Investigation		PubMed Central guidance	http://www.jci.org/kiosk/publish
28	American Society for Clinical Laboratory Science		Policy	http://www.ascls.org/resource/resmgr/Value_-_Publications/Instructions_20to_20Authors.pdf
1572	American Society for Clinical Pharmacology and Therapeutics		Policy	http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291532-6535/homepage/ForAuthors.html
640	American Society for Engineering Education		Policy	http://www.asee.org/papers-and-publications/publications
830	American Society for Enology and Viticulture	ASEV	Policy	http://www.ajevonline.org/sites/default/files/asev/PDFs/AuthorAgreement_2016_writable.pdf
330	American Society for Investigative Pathology	ASIP	Policy	http://www.journals.elsevierhealth.com/periodicals/ajpa/authorinfo
16	American Society for Microbiology		Authors Rights	http://journals.asm.org/site/misc/ASM_Author_Statement.xhtml
16	American Society for Microbiology		Instructions for Authors (Example)	http://aac.asm.org/site/misc/journal-ita_edi.xhtml#02
16	American Society for Microbiology		Pre-print policy	http://journals.asm.org/site/misc/announcements_March2015.xhtml
2902	American Society for Nondestructive Testing		Policy	https://www.asnt.org/MajorSiteSections/Publications/Instructions_for_Authors.aspx
200	American Society for Nutrition		NIH Policy	http://www.nutrition.org/publications/guidelines-and-policies/asn-policy-on-nih-repository/
200	American Society for Nutrition		Example Copyright Form	http://advances.nutrition.org/site/misc/authorstatement.pdf
17	American Society for Pharmacology and Experimental Therapeutics	ASPET	Policy	http://molpharm.aspetjournals.org/content/ifora
442	American Society of Agricultural and Biological Engineers		Copyright Transfer Form	http://www.asabe.org/publications/authors/submit-journal-manuscript.aspx
375	American Society of Agronomy		Policy	https://dl.sciencesocieties.org/publications/permissions
453	American Society of Andrology		Policy	http://www.andrologyjournal.org/misc/ItoA.shtml
320	American Society of Animal Science		Policy	https://www.animalsciencepublications.org/files/publications/jas/jas-instructions-to-authors-0914.pdf
14	American Society of Civil Engineers		Policy	http://ascelibrary.org/page/informationforasceauthorsreusingyourownmaterial
413	American Society of Clinical Oncology		Policy	http://jco.ascopubs.org/site/misc/open-access.xhtml
1309	American Society of Comparative Law		Policy	https://submissions.scholasticahq.com/sites/american-journal-of-comparative-law/for-authors
696	American Society of Health-System Pharmacists		Policy	http://www.ajhp.org/site/misc/ifora.xhtml
464	American Society of Heating, Refrigerating and Air-Conditioning Engineers	ASHRAE	Policy	https://www.ashrae.org/resources--publications/periodicals/ashrae-journal/submission-guidelines-for-ashrae-journal
87	American Society of Hematology		Rights and Permissions	http://www.bloodjournal.org/page/rights-permissions
941	American Society of Ichthyologists and Herpetologists		Policy	http://www.asih.org/publications/instructions-authors
116	American Society of Mechanical Engineers	ASME	Policy	https://www.asme.org/shop/journals/licenses
271	American Society of Nephrology		Policy	http://jasn.asnjournals.org/site/misc/ifora.xhtml
438	American Society of Neuroradiology		Policy	http://www.ajnr.org/site/misc/ifora.xhtml
835	American Society of Parasitologists		NIH Policy	http://www.journalofparasitology.org/page/author_instructions
95	American Society of Plant Biologists		Policy	http://tpc.msubmit.net/cgi-bin/main.plex?form_type=display_auth_instructions
280	American Society of Tropical Medicine and Hygiene		Policy	http://www.ajtmh.org/oa-policy
517	American Society on Aging	ASA	Policy	http://www.asaging.org/asav2/pubsmoreinfo/permissions.cfm
18	American Sociological Association		Online Article Posting Policy	http://www.asanet.org/research-publications/journal-resources/authors/online-article-posting-policy
18	American Sociological Association		Transfer of Copyright	http://www.asanet.org/sites/default/files/savvy/documents/journals/pdfs/editors/Appendix%20K_Transfer_of_Copyright_Form.pdf
457	American Speech-Language-Hearing Association		Policy	http://journals.pubs.asha.org/SS/Instructions_for_Authors.aspx
325	American Statistical Association		Policy	http://amstat.tandfonline.com/action/authorSubmission?journalCode=uasa20&page=instructions
315	American Thoracic Society		Policy	https://www.atsjournals.org/general/author
125	American Vacuum Society		Policy	http://avspublications.org/jvsta/authors/web_posting_guidelines
585	American Veterinary Medical Association	AVMA	Policy	http://www.avma.org/journals/default.asp
484	Ammons Scientific		Policy	http://www.amsci.com/authors/submission-instructions/permission-for-authors-posting-their-own-articles/
1133	Amsterdam University Press		Policy	http://en.aup.nl/en/journals/open-access.html
2631	Anagnorisis		Policy	http://www.anagnorisis.es/?page_id=1004&lang=en
1719	Anaphora Literary Press		Policy	http://anaphoraliterary.com/about/plj-cfp-and-guidelines/
700	AngloHigher		Policy	http://www.anglohigher.com/pages/index/98
2409	Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology		Policy	http://anilaggrawal.com/ij/vol_016_no_002/main.html
412	Annals of Family Medicine		Agreement Form (pdf)	http://www.annfammed.org/site/misc/pdfsanddocs/ManuscriptAgreement.pdf
2444	Annals of International Medical and Dental Research		Policy	http://aimdrjournal.com/downloads.aspx
91	Annual Reviews		Policy	http://www.annualreviews.org/page/authors/author-instructions/distributing/self-archiving
986	Anthropological Society of Oxford		Policy	http://www.anthro.ox.ac.uk/publications/jaso/copyright-and-apcs/
516	Antiquity Publications		Policy	http://journal.antiquity.ac.uk/contribute?qt-contribute=3#qt-contribute
1514	ANU Press		Conditions of re-use	http://epress.anu.edu.au/titles/conditions-of-use
1514	ANU Press		FAQ: copyright and permission	http://epress.anu.edu.au/help/faq-copyright-and-permission
1853	ANZAMEMS	Australian and New Zealand Association for Medieval and Early Modern Studies	Policy	http://www.parergon.arts.uwa.edu.au/copyright_and_terms_of_publication
2390	AO Research Institute Davos		Policy	http://www.ecmjournal.org/journal/instructions_to_authors.htm
833	AOAC International		Policy	http://mc.manuscriptcentral.com/societyimages/aoac_jaoac/copyright.pdf
971	AOSIS		Policy	http://aosis.co.za/documents/policies/AOSIS_Publication_Policies.pdf
1998	Aphra Behn Society		Policy	http://scholarcommons.usf.edu/abo/policies.html#rights
2852	Apparatus		Policy	http://www.apparatusjournal.net/index.php/apparatus/about/submissions#copyrightNotice
385	Applied Probability Trust		Policy	http://appliedprobability.org/content.aspx?Group=journals&Page=japcontributors
1658	Aprofema		Policy	http://www.actualgyn.com/en/instructions_for_authors.php
757	Archaeological Institute of America		Policy	http://www.ajaonline.org/permissions
2346	Archives of Budo		Policy	http://www.archbudo.com/page.php?IDpage=139&p=4#9
358	Arctic Institute of North America		Policy	http://www.arctic.ucalgary.ca/index.php?page=guide_for_authors
1564	Arizona State University, Mary Lou Fulton Teachers College		Policy	http://cie.asu.edu/ojs/index.php/cieatasu/about/submissions#copyrightNotice
2930	Arkhimedes		Policy	http://www.arkhimedes.fi/ohjeet.html
982	Armand Colin		Example Policy	http://www.armand-colin.com/revue/21/2/histoire-economie-&-societe.php
19	Arnold Publishers		Policy	http://www.uk.sagepub.com/authors/journal/permissions.sp
831	ASCD	Association for Supervision and Curriculum Development	Policy	http://journals.sfu.ca/ijepl/index.php/ijepl/about/submissions#copyrightNotice
1863	Asesorías y Tutorías para la Investigación Científica en la Educación Puig-Salabarría S.C.		Policy	http://www.dilemascontemporaneoseducacionpoliticayvalores.com/normas-de-publicacion-/
945	Asian Network for Scientific Information	ANSINET	Policy	http://scialert.net/licence_to_publish.pdf
259	ASM International		Policy	http://www.asminternational.org/pdf/JTST_copyright.pdf
2962	Asociación Argentina de Dermatología		Policy	http://www.scielo.org.ar/revistas/rad/iaboutj.htm
2319	Asociación Cientifica ICONO 14		Policy	http://www.icono14.net/ojs/index.php/icono14/about/submissions
2334	Asociacion Coloumbiana de Profesores de Ingles	ASOCOPI	Policy	http://www.howjournalcolombia.org/index.php/how/about/submissions#copyrightNotice
2819	Asociación Cultural Zibaldone		Policy	https://ojs.uv.es/index.php/zibaldone/about/submissions#copyrightNotice
2443	Asociación de Profesores Amigos de la Ciencia Eureka		Policy	http://reuredc.uca.es/index.php/tavira/about/editorialPolicies#openAccessPolicy
2271	Asociacion Didactica Andalucia	Didactic Association Andalucia	Policy	http://www.journalshr.com/index.php/instructions-for-authors
2416	Asociación Española de Comprensión Lectora	AECL	Policy	http://comprensionlectora.es/revistaisl/index.php/revistaISL/about/submissions#copyrightNotice
2428	Asociación Española de Contabilidad y Administración de Empresas	AECA	Policy	http://educade.es/eng/docs/statement.pdf
1702	Asociacion Espanola de Documentacion e Informacion	SEDIC	Copyright Policy for Boletin CLLIP	http://www.sedic.es/p_boletinclip_inicio.asp
